*  EC          G       LABEL                   ION
    1589.5407  2.6634E-18
    1569.4199  5.7282E-18
    1549.8021  7.3407E-18
    1530.6688  7.1045E-18
    1512.0021  5.6475E-18
    1493.7851  3.6411E-18
    1476.0021  1.7906E-18
    1458.6373  5.7937E-19
    1441.6765  7.0279E-20
    1425.1054  8.9372E-21
    1408.9110  1.0898E-19
    1393.0806  1.8987E-19
    1377.6019  1.9090E-19
    1362.4635  1.3375E-19
    1347.6540  6.5563E-20
    1333.1631  1.2102E-20
    1318.9806  1.1180E-21
   1981   284  5.6473E-20   72     -1.0   
    5390.6161  5.6473E-20
    5166.0073  1.0955E-22
    4959.3667  9.0219E-20
    4768.6220  2.8629E-19
    4592.0061  5.2428E-20
    4428.0061  3.8919E-20
    4275.3163  4.1331E-19
    4132.8056  9.3591E-19
    3999.4894  1.3022E-18
    3874.5055  1.3953E-18
    3757.0960  1.2422E-18
    3646.5933  9.5770E-19
    3542.4048  6.6744E-19
    3444.0047  4.3298E-19
    3350.9236  2.6243E-19
    3262.7413  1.4709E-19
    3179.0813  7.5480E-20
    3099.6042  3.4980E-20
    3024.0042  1.4469E-20
    2952.0041  5.3255E-21
    2883.3529  1.7882E-21
    2817.8219  4.6852E-22
    2755.2037  2.3337E-22
    2695.3080  1.9890E-22
    2637.9611  4.7640E-19
    2583.0036  7.3966E-19
    2530.2891  1.6831E-19
    2479.6833  1.0547E-19
    2431.0621  3.9382E-19
    2384.3110  8.0319E-19
    2339.3240  3.7735E-19
    2296.0031  1.3396E-20
    2254.2576  5.2808E-19
    2214.0030  1.1373E-18
    2175.1609  9.3198E-19
    2137.6582  3.3907E-19
    2101.4265  1.7682E-19
    2066.4028  6.6197E-19
    2032.5274  1.6659E-18
    1999.7447  2.7401E-18
    1968.0027  3.4564E-18
    1937.2527  3.5603E-18
    1907.4487  3.1330E-18
    1878.5480  2.4448E-18
    1850.5100  1.7571E-18
    1823.2967  1.6114E-18
    1796.8721  2.2780E-18
    1771.2024  1.1533E-18
    1746.2559  1.3214E-19
    1722.0024  1.2504E-18
    1698.4133  3.4063E-18
    1675.4618  3.6414E-18
    1653.1222  1.8226E-18
    1631.3706  1.5390E-19
    1610.1840  2.9272E-19
    1589.5407  2.6854E-18
    1569.4199  5.7455E-18
    1549.8021  7.3494E-18
    1530.6688  7.0922E-18
    1512.0021  5.6224E-18
    1493.7851  3.6220E-18
    1476.0021  1.7834E-18
    1458.6373  5.7891E-19
    1441.6765  7.0835E-20
    1425.1054  8.6835E-21
    1408.9110  1.0733E-19
    1393.0806  1.8755E-19
    1377.6019  1.8887E-19
    1362.4635  1.3247E-19
    1347.6540  6.4952E-20
    1333.1631  1.3287E-20
    1318.9806  1.1838E-21
   1981   282  5.6473E-20   72     -1.0     
    5390.6161  5.6473E-20
    5166.0073  1.0955E-22
    4959.3667  9.0219E-20
    4768.6220  2.8629E-19
    4592.0061  5.2428E-20
    4428.0061  3.8919E-20
    4275.3163  4.1331E-19
    4132.8056  9.3591E-19
    3999.4894  1.3022E-18
    3874.5055  1.3953E-18
    3757.0960  1.2422E-18
    3646.5933  9.5770E-19
    3542.4048  6.6744E-19
    3444.0047  4.3298E-19
    3350.9236  2.6243E-19
    3262.7413  1.4709E-19
    3179.0813  7.5480E-20
    3099.6042  3.4980E-20
    3024.0042  1.4469E-20
    2952.0041  5.3255E-21
    2883.3529  1.7882E-21
    2817.8219  4.6852E-22
    2755.2037  2.3337E-22
    2695.3080  1.9890E-22
    2637.9611  4.7640E-19
    2583.0036  7.3966E-19
    2530.2891  1.6831E-19
    2479.6833  1.0547E-19
    2431.0621  3.9382E-19
    2384.3110  8.0319E-19
    2339.3240  3.7735E-19
    2296.0031  1.3396E-20
    2254.2576  5.2808E-19
    2214.0030  1.1373E-18
    2175.1609  9.3198E-19
    2137.6582  3.3907E-19
    2101.4265  1.7682E-19
    2066.4028  6.6197E-19
    2032.5274  1.6659E-18
    1999.7447  2.7401E-18
    1968.0027  3.4564E-18
    1937.2527  3.5603E-18
    1907.4487  3.1330E-18
    1878.5480  2.4448E-18
    1850.5100  1.7571E-18
    1823.2967  1.6114E-18
    1796.8721  2.2780E-18
    1771.2024  1.1533E-18
    1746.2559  1.3214E-19
    1722.0024  1.2504E-18
    1698.4133  3.4063E-18
    1675.4618  3.6414E-18
    1653.1222  1.8226E-18
    1631.3706  1.5390E-19
    1610.1840  2.9272E-19
    1589.5407  2.6854E-18
    1569.4199  5.7455E-18
    1549.8021  7.3494E-18
    1530.6688  7.0922E-18
    1512.0021  5.6224E-18
    1493.7851  3.6220E-18
    1476.0021  1.7834E-18
    1458.6373  5.7891E-19
    1441.6765  7.0835E-20
    1425.1054  8.6835E-21
    1408.9110  1.0733E-19
    1393.0806  1.8755E-19
    1377.6019  1.8887E-19
    1362.4635  1.3247E-19
    1347.6540  6.4952E-20
    1333.1631  1.3287E-20
    1318.9806  1.1838E-21
   1981   285  5.6473E-20   72     -1.0     
    5390.6161  5.6473E-20
    5166.0073  1.0955E-22
    4959.3667  9.0219E-20
    4768.6220  2.8629E-19
    4592.0061  5.2428E-20
    4428.0061  3.8919E-20
    4275.3163  4.1331E-19
    4132.8056  9.3591E-19
    3999.4894  1.3022E-18
    3874.5055  1.3953E-18
    3757.0960  1.2422E-18
    3646.5933  9.5770E-19
    3542.4048  6.6744E-19
    3444.0047  4.3298E-19
    3350.9236  2.6243E-19
    3262.7413  1.4709E-19
    3179.0813  7.5480E-20
    3099.6042  3.4980E-20
    3024.0042  1.4469E-20
    2952.0041  5.3255E-21
    2883.3529  1.7882E-21
    2817.8219  4.6852E-22
    2755.2037  2.3337E-22
    2695.3080  1.9890E-22
    2637.9611  4.7640E-19
    2583.0036  7.3966E-19
    2530.2891  1.6831E-19
    2479.6833  1.0547E-19
    2431.0621  3.9382E-19
    2384.3110  8.0319E-19
    2339.3240  3.7735E-19
    2296.0031  1.3396E-20
    2254.2576  5.2808E-19
    2214.0030  1.1373E-18
    2175.1609  9.3198E-19
    2137.6582  3.3907E-19
    2101.4265  1.7682E-19
    2066.4028  6.6197E-19
    2032.5274  1.6659E-18
    1999.7447  2.7401E-18
    1968.0027  3.4564E-18
    1937.2527  3.5603E-18
    1907.4487  3.1330E-18
    1878.5480  2.4448E-18
    1850.5100  1.7571E-18
    1823.2967  1.6114E-18
    1796.8721  2.2780E-18
    1771.2024  1.1533E-18
    1746.2559  1.3214E-19
    1722.0024  1.2504E-18
    1698.4133  3.4063E-18
    1675.4618  3.6414E-18
    1653.1222  1.8226E-18
    1631.3706  1.5390E-19
    1610.1840  2.9272E-19
    1589.5407  2.6854E-18
    1569.4199  5.7455E-18
    1549.8021  7.3494E-18
    1530.6688  7.0922E-18
    1512.0021  5.6224E-18
    1493.7851  3.6220E-18
    1476.0021  1.7834E-18
    1458.6373  5.7891E-19
    1441.6765  7.0835E-20
    1425.1054  8.6835E-21
    1408.9110  1.0733E-19
    1393.0806  1.8755E-19
    1377.6019  1.8887E-19
    1362.4635  1.3247E-19
    1347.6540  6.4952E-20
    1333.1631  1.3287E-20
    1318.9806  1.1838E-21
   1981   287  5.6473E-20   72     -1.0     
    5390.6161  5.6473E-20
    5166.0073  1.0955E-22
    4959.3667  9.0219E-20
    4768.6220  2.8629E-19
    4592.0061  5.2428E-20
    4428.0061  3.8919E-20
    4275.3163  4.1331E-19
    4132.8056  9.3591E-19
    3999.4894  1.3022E-18
    3874.5055  1.3953E-18
    3757.0960  1.2422E-18
    3646.5933  9.5770E-19
    3542.4048  6.6744E-19
    3444.0047  4.3298E-19
    3350.9236  2.6243E-19
    3262.7413  1.4709E-19
    3179.0813  7.5480E-20
    3099.6042  3.4980E-20
    3024.0042  1.4469E-20
    2952.0041  5.3255E-21
    2883.3529  1.7882E-21
    2817.8219  4.6852E-22
    2755.2037  2.3337E-22
    2695.3080  1.9890E-22
    2637.9611  4.7640E-19
    2583.0036  7.3966E-19
    2530.2891  1.6831E-19
    2479.6833  1.0547E-19
    2431.0621  3.9382E-19
    2384.3110  8.0319E-19
    2339.3240  3.7735E-19
    2296.0031  1.3396E-20
    2254.2576  5.2808E-19
    2214.0030  1.1373E-18
    2175.1609  9.3198E-19
    2137.6582  3.3907E-19
    2101.4265  1.7682E-19
    2066.4028  6.6197E-19
    2032.5274  1.6659E-18
    1999.7447  2.7401E-18
    1968.0027  3.4564E-18
    1937.2527  3.5603E-18
    1907.4487  3.1330E-18
    1878.5480  2.4448E-18
    1850.5100  1.7571E-18
    1823.2967  1.6114E-18
    1796.8721  2.2780E-18
    1771.2024  1.1533E-18
    1746.2559  1.3214E-19
    1722.0024  1.2504E-18
    1698.4133  3.4063E-18
    1675.4618  3.6414E-18
    1653.1222  1.8226E-18
    1631.3706  1.5390E-19
    1610.1840  2.9272E-19
    1589.5407  2.6854E-18
    1569.4199  5.7455E-18
    1549.8021  7.3494E-18
    1530.6688  7.0922E-18
    1512.0021  5.6224E-18
    1493.7851  3.6220E-18
    1476.0021  1.7834E-18
    1458.6373  5.7891E-19
    1441.6765  7.0835E-20
    1425.1054  8.6835E-21
    1408.9110  1.0733E-19
    1393.0806  1.8755E-19
    1377.6019  1.8887E-19
    1362.4635  1.3247E-19
    1347.6540  6.4952E-20
    1333.1631  1.3287E-20
    1318.9806  1.1838E-21
   1981   288  5.8948E-20   72     -1.0     
    5390.6161  5.8948E-20
    5166.0073  2.4344E-22
    4959.3667  1.0719E-19
    4768.6220  2.7755E-19
    4592.0061  4.6357E-20
    4428.0061  4.7429E-20
    4275.3163  4.3241E-19
    4132.8056  9.4985E-19
    3999.4894  1.3015E-18
    3874.5055  1.3810E-18
    3757.0960  1.2203E-18
    3646.5933  9.3491E-19
    3542.4048  6.4770E-19
    3444.0047  4.1754E-19
    3350.9236  2.5150E-19
    3262.7413  1.4004E-19
    3179.0813  7.1329E-20
    3099.6042  3.2726E-20
    3024.0042  1.3329E-20
    2952.0041  4.7882E-21
    2883.3529  1.5487E-21
    2817.8219  3.9105E-22
    2755.2037  1.8741E-22
    2695.3080  1.6207E-22
    2637.9611  4.9700E-19
    2583.0036  7.7213E-19
    2530.2891  1.8440E-19
    2479.6833  6.8873E-20
    2431.0621  4.1546E-19
    2384.3110  8.0977E-19
    2339.3240  3.4039E-19
    2296.0031  1.5308E-20
    2254.2576  5.5977E-19
    2214.0030  1.1372E-18
    2175.1609  8.9768E-19
    2137.6582  3.1366E-19
    2101.4265  1.7857E-19
    2066.4028  7.0642E-19
    2032.5274  1.7139E-18
    1999.7447  2.7638E-18
    1968.0027  3.4409E-18
    1937.2527  3.5117E-18
    1907.4487  3.0688E-18
    1878.5480  2.3934E-18
    1850.5100  1.7227E-18
    1823.2967  1.6124E-18
    1796.8721  2.2513E-18
    1771.2024  1.0880E-18
    1746.2559  1.2623E-19
    1722.0024  1.2904E-18
    1698.4133  3.3978E-18
    1675.4618  3.5845E-18
    1653.1222  1.7676E-18
    1631.3706  1.4042E-19
    1610.1840  3.1692E-19
    1589.5407  2.7098E-18
    1569.4199  5.7598E-18
    1549.8021  7.3544E-18
    1530.6688  7.0789E-18
    1512.0021  5.5975E-18
    1493.7851  3.6030E-18
    1476.0021  1.7762E-18
    1458.6373  5.7870E-19
    1441.6765  7.1571E-20
    1425.1054  8.4135E-21
    1408.9110  1.0560E-19
    1393.0806  1.8521E-19
    1377.6019  1.8690E-19
    1362.4635  1.3129E-19
    1347.6540  6.4438E-20
    1333.1631  1.4400E-20
    1318.9806  1.2331E-21
   1981   286  5.8948E-20   72     -1.0   
    5390.6161  5.8948E-20
    5166.0073  2.4344E-22
    4959.3667  1.0719E-19
    4768.6220  2.7755E-19
    4592.0061  4.6357E-20
    4428.0061  4.7429E-20
    4275.3163  4.3241E-19
    4132.8056  9.4985E-19
    3999.4894  1.3015E-18
    3874.5055  1.3810E-18
    3757.0960  1.2203E-18
    3646.5933  9.3491E-19
    3542.4048  6.4770E-19
    3444.0047  4.1754E-19
    3350.9236  2.5150E-19
    3262.7413  1.4004E-19
    3179.0813  7.1329E-20
    3099.6042  3.2726E-20
    3024.0042  1.3329E-20
    2952.0041  4.7882E-21
    2883.3529  1.5487E-21
    2817.8219  3.9105E-22
    2755.2037  1.8741E-22
    2695.3080  1.6207E-22
    2637.9611  4.9700E-19
    2583.0036  7.7213E-19
    2530.2891  1.8440E-19
    2479.6833  6.8873E-20
    2431.0621  4.1546E-19
    2384.3110  8.0977E-19
    2339.3240  3.4039E-19
    2296.0031  1.5308E-20
    2254.2576  5.5977E-19
    2214.0030  1.1372E-18
    2175.1609  8.9768E-19
    2137.6582  3.1366E-19
    2101.4265  1.7857E-19
    2066.4028  7.0642E-19
    2032.5274  1.7139E-18
    1999.7447  2.7638E-18
    1968.0027  3.4409E-18
    1937.2527  3.5117E-18
    1907.4487  3.0688E-18
    1878.5480  2.3934E-18
    1850.5100  1.7227E-18
    1823.2967  1.6124E-18
    1796.8721  2.2513E-18
    1771.2024  1.0880E-18
    1746.2559  1.2623E-19
    1722.0024  1.2904E-18
    1698.4133  3.3978E-18
    1675.4618  3.5845E-18
    1653.1222  1.7676E-18
    1631.3706  1.4042E-19
    1610.1840  3.1692E-19
    1589.5407  2.7098E-18
    1569.4199  5.7598E-18
    1549.8021  7.3544E-18
    1530.6688  7.0789E-18
    1512.0021  5.5975E-18
    1493.7851  3.6030E-18
    1476.0021  1.7762E-18
    1458.6373  5.7870E-19
    1441.6765  7.1571E-20
    1425.1054  8.4135E-21
    1408.9110  1.0560E-19
    1393.0806  1.8521E-19
    1377.6019  1.8690E-19
    1362.4635  1.3129E-19
    1347.6540  6.4438E-20
    1333.1631  1.4400E-20
    1318.9806  1.2331E-21
   1981   301  5.8948E-20   72     -1.0   
    5390.6161  5.8948E-20
    5166.0073  2.4344E-22
    4959.3667  1.0719E-19
    4768.6220  2.7755E-19
    4592.0061  4.6357E-20
    4428.0061  4.7429E-20
    4275.3163  4.3241E-19
    4132.8056  9.4985E-19
    3999.4894  1.3015E-18
    3874.5055  1.3810E-18
    3757.0960  1.2203E-18
    3646.5933  9.3491E-19
    3542.4048  6.4770E-19
    3444.0047  4.1754E-19
    3350.9236  2.5150E-19
    3262.7413  1.4004E-19
    3179.0813  7.1329E-20
    3099.6042  3.2726E-20
    3024.0042  1.3329E-20
    2952.0041  4.7882E-21
    2883.3529  1.5487E-21
    2817.8219  3.9105E-22
    2755.2037  1.8741E-22
    2695.3080  1.6207E-22
    2637.9611  4.9700E-19
    2583.0036  7.7213E-19
    2530.2891  1.8440E-19
    2479.6833  6.8873E-20
    2431.0621  4.1546E-19
    2384.3110  8.0977E-19
    2339.3240  3.4039E-19
    2296.0031  1.5308E-20
    2254.2576  5.5977E-19
    2214.0030  1.1372E-18
    2175.1609  8.9768E-19
    2137.6582  3.1366E-19
    2101.4265  1.7857E-19
    2066.4028  7.0642E-19
    2032.5274  1.7139E-18
    1999.7447  2.7638E-18
    1968.0027  3.4409E-18
    1937.2527  3.5117E-18
    1907.4487  3.0688E-18
    1878.5480  2.3934E-18
    1850.5100  1.7227E-18
    1823.2967  1.6124E-18
    1796.8721  2.2513E-18
    1771.2024  1.0880E-18
    1746.2559  1.2623E-19
    1722.0024  1.2904E-18
    1698.4133  3.3978E-18
    1675.4618  3.5845E-18
    1653.1222  1.7676E-18
    1631.3706  1.4042E-19
    1610.1840  3.1692E-19
    1589.5407  2.7098E-18
    1569.4199  5.7598E-18
    1549.8021  7.3544E-18
    1530.6688  7.0789E-18
    1512.0021  5.5975E-18
    1493.7851  3.6030E-18
    1476.0021  1.7762E-18
    1458.6373  5.7870E-19
    1441.6765  7.1571E-20
    1425.1054  8.4135E-21
    1408.9110  1.0560E-19
    1393.0806  1.8521E-19
    1377.6019  1.8690E-19
    1362.4635  1.3129E-19
    1347.6540  6.4438E-20
    1333.1631  1.4400E-20
    1318.9806  1.2331E-21
   1981   303  5.8948E-20   72     -1.0   
    5390.6161  5.8948E-20
    5166.0073  2.4344E-22
    4959.3667  1.0719E-19
    4768.6220  2.7755E-19
    4592.0061  4.6357E-20
    4428.0061  4.7429E-20
    4275.3163  4.3241E-19
    4132.8056  9.4985E-19
    3999.4894  1.3015E-18
    3874.5055  1.3810E-18
    3757.0960  1.2203E-18
    3646.5933  9.3491E-19
    3542.4048  6.4770E-19
    3444.0047  4.1754E-19
    3350.9236  2.5150E-19
    3262.7413  1.4004E-19
    3179.0813  7.1329E-20
    3099.6042  3.2726E-20
    3024.0042  1.3329E-20
    2952.0041  4.7882E-21
    2883.3529  1.5487E-21
    2817.8219  3.9105E-22
    2755.2037  1.8741E-22
    2695.3080  1.6207E-22
    2637.9611  4.9700E-19
    2583.0036  7.7213E-19
    2530.2891  1.8440E-19
    2479.6833  6.8873E-20
    2431.0621  4.1546E-19
    2384.3110  8.0977E-19
    2339.3240  3.4039E-19
    2296.0031  1.5308E-20
    2254.2576  5.5977E-19
    2214.0030  1.1372E-18
    2175.1609  8.9768E-19
    2137.6582  3.1366E-19
    2101.4265  1.7857E-19
    2066.4028  7.0642E-19
    2032.5274  1.7139E-18
    1999.7447  2.7638E-18
    1968.0027  3.4409E-18
    1937.2527  3.5117E-18
    1907.4487  3.0688E-18
    1878.5480  2.3934E-18
    1850.5100  1.7227E-18
    1823.2967  1.6124E-18
    1796.8721  2.2513E-18
    1771.2024  1.0880E-18
    1746.2559  1.2623E-19
    1722.0024  1.2904E-18
    1698.4133  3.3978E-18
    1675.4618  3.5845E-18
    1653.1222  1.7676E-18
    1631.3706  1.4042E-19
    1610.1840  3.1692E-19
    1589.5407  2.7098E-18
    1569.4199  5.7598E-18
    1549.8021  7.3544E-18
    1530.6688  7.0789E-18
    1512.0021  5.5975E-18
    1493.7851  3.6030E-18
    1476.0021  1.7762E-18
    1458.6373  5.7870E-19
    1441.6765  7.1571E-20
    1425.1054  8.4135E-21
    1408.9110  1.0560E-19
    1393.0806  1.8521E-19
    1377.6019  1.8690E-19
    1362.4635  1.3129E-19
    1347.6540  6.4438E-20
    1333.1631  1.4400E-20
    1318.9806  1.2331E-21
   1981   304  6.0664E-20   72     -1.0   
    5390.6161  6.0664E-20
    5166.0073  4.0168E-22
    4959.3667  1.2574E-19
    4768.6220  2.6620E-19
    4592.0061  4.0356E-20
    4428.0061  5.6813E-20
    4275.3163  4.5141E-19
    4132.8056  9.6250E-19
    3999.4894  1.2990E-18
    3874.5055  1.3648E-18
    3757.0960  1.1970E-18
    3646.5933  9.1134E-19
    3542.4048  6.2763E-19
    3444.0047  4.0202E-19
    3350.9236  2.4060E-19
    3262.7413  1.3307E-19
    3179.0813  6.7248E-20
    3099.6042  3.0532E-20
    3024.0042  1.2230E-20
    2952.0041  4.2770E-21
    2883.3529  1.3245E-21
    2817.8219  3.1938E-22
    2755.2037  1.4507E-22
    2695.3080  1.2671E-22
    2637.9611  5.1114E-19
    2583.0036  7.9468E-19
    2530.2891  1.9997E-19
    2479.6833  4.0815E-20
    2431.0621  4.3382E-19
    2384.3110  8.0937E-19
    2339.3240  3.0681E-19
    2296.0031  1.7485E-20
    2254.2576  5.8998E-19
    2214.0030  1.1325E-18
    2175.1609  8.6162E-19
    2137.6582  2.9013E-19
    2101.4265  1.7917E-19
    2066.4028  7.5186E-19
    2032.5274  1.7598E-18
    1999.7447  2.7830E-18
    1968.0027  3.4207E-18
    1937.2527  3.4601E-18
    1907.4487  3.0043E-18
    1878.5480  2.3396E-18
    1850.5100  1.6904E-18
    1823.2967  1.6090E-18
    1796.8721  2.2132E-18
    1771.2024  1.0235E-18
    1746.2559  1.2049E-19
    1722.0024  1.3314E-18
    1698.4133  3.3813E-18
    1675.4618  3.5173E-18
    1653.1222  1.7073E-18
    1631.3706  1.2814E-19
    1610.1840  3.4580E-19
    1589.5407  2.7365E-18
    1569.4199  5.7713E-18
    1549.8021  7.3557E-18
    1530.6688  7.0648E-18
    1512.0021  5.5728E-18
    1493.7851  3.5841E-18
    1476.0021  1.7692E-18
    1458.6373  5.7876E-19
    1441.6765  7.2486E-20
    1425.1054  8.1274E-21
    1408.9110  1.0380E-19
    1393.0806  1.8284E-19
    1377.6019  1.8499E-19
    1362.4635  1.3022E-19
    1347.6540  6.4020E-20
    1333.1631  1.5439E-20
    1318.9806  1.2660E-21
   1981   302  6.0664E-20   72     -1.0   
    5390.6161  6.0664E-20
    5166.0073  4.0168E-22
    4959.3667  1.2574E-19
    4768.6220  2.6620E-19
    4592.0061  4.0356E-20
    4428.0061  5.6813E-20
    4275.3163  4.5141E-19
    4132.8056  9.6250E-19
    3999.4894  1.2990E-18
    3874.5055  1.3648E-18
    3757.0960  1.1970E-18
    3646.5933  9.1134E-19
    3542.4048  6.2763E-19
    3444.0047  4.0202E-19
    3350.9236  2.4060E-19
    3262.7413  1.3307E-19
    3179.0813  6.7248E-20
    3099.6042  3.0532E-20
    3024.0042  1.2230E-20
    2952.0041  4.2770E-21
    2883.3529  1.3245E-21
    2817.8219  3.1938E-22
    2755.2037  1.4507E-22
    2695.3080  1.2671E-22
    2637.9611  5.1114E-19
    2583.0036  7.9468E-19
    2530.2891  1.9997E-19
    2479.6833  4.0815E-20
    2431.0621  4.3382E-19
    2384.3110  8.0937E-19
    2339.3240  3.0681E-19
    2296.0031  1.7485E-20
    2254.2576  5.8998E-19
    2214.0030  1.1325E-18
    2175.1609  8.6162E-19
    2137.6582  2.9013E-19
    2101.4265  1.7917E-19
    2066.4028  7.5186E-19
    2032.5274  1.7598E-18
    1999.7447  2.7830E-18
    1968.0027  3.4207E-18
    1937.2527  3.4601E-18
    1907.4487  3.0043E-18
    1878.5480  2.3396E-18
    1850.5100  1.6904E-18
    1823.2967  1.6090E-18
    1796.8721  2.2132E-18
    1771.2024  1.0235E-18
    1746.2559  1.2049E-19
    1722.0024  1.3314E-18
    1698.4133  3.3813E-18
    1675.4618  3.5173E-18
    1653.1222  1.7073E-18
    1631.3706  1.2814E-19
    1610.1840  3.4580E-19
    1589.5407  2.7365E-18
    1569.4199  5.7713E-18
    1549.8021  7.3557E-18
    1530.6688  7.0648E-18
    1512.0021  5.5728E-18
    1493.7851  3.5841E-18
    1476.0021  1.7692E-18
    1458.6373  5.7876E-19
    1441.6765  7.2486E-20
    1425.1054  8.1274E-21
    1408.9110  1.0380E-19
    1393.0806  1.8284E-19
    1377.6019  1.8499E-19
    1362.4635  1.3022E-19
    1347.6540  6.4020E-20
    1333.1631  1.5439E-20
    1318.9806  1.2660E-21
   1981   309  6.0664E-20   72     -1.0   
    5390.6161  6.0664E-20
    5166.0073  4.0168E-22
    4959.3667  1.2574E-19
    4768.6220  2.6620E-19
    4592.0061  4.0356E-20
    4428.0061  5.6813E-20
    4275.3163  4.5141E-19
    4132.8056  9.6250E-19
    3999.4894  1.2990E-18
    3874.5055  1.3648E-18
    3757.0960  1.1970E-18
    3646.5933  9.1134E-19
    3542.4048  6.2763E-19
    3444.0047  4.0202E-19
    3350.9236  2.4060E-19
    3262.7413  1.3307E-19
    3179.0813  6.7248E-20
    3099.6042  3.0532E-20
    3024.0042  1.2230E-20
    2952.0041  4.2770E-21
    2883.3529  1.3245E-21
    2817.8219  3.1938E-22
    2755.2037  1.4507E-22
    2695.3080  1.2671E-22
    2637.9611  5.1114E-19
    2583.0036  7.9468E-19
    2530.2891  1.9997E-19
    2479.6833  4.0815E-20
    2431.0621  4.3382E-19
    2384.3110  8.0937E-19
    2339.3240  3.0681E-19
    2296.0031  1.7485E-20
    2254.2576  5.8998E-19
    2214.0030  1.1325E-18
    2175.1609  8.6162E-19
    2137.6582  2.9013E-19
    2101.4265  1.7917E-19
    2066.4028  7.5186E-19
    2032.5274  1.7598E-18
    1999.7447  2.7830E-18
    1968.0027  3.4207E-18
    1937.2527  3.4601E-18
    1907.4487  3.0043E-18
    1878.5480  2.3396E-18
    1850.5100  1.6904E-18
    1823.2967  1.6090E-18
    1796.8721  2.2132E-18
    1771.2024  1.0235E-18
    1746.2559  1.2049E-19
    1722.0024  1.3314E-18
    1698.4133  3.3813E-18
    1675.4618  3.5173E-18
    1653.1222  1.7073E-18
    1631.3706  1.2814E-19
    1610.1840  3.4580E-19
    1589.5407  2.7365E-18
    1569.4199  5.7713E-18
    1549.8021  7.3557E-18
    1530.6688  7.0648E-18
    1512.0021  5.5728E-18
    1493.7851  3.5841E-18
    1476.0021  1.7692E-18
    1458.6373  5.7876E-19
    1441.6765  7.2486E-20
    1425.1054  8.1274E-21
    1408.9110  1.0380E-19
    1393.0806  1.8284E-19
    1377.6019  1.8499E-19
    1362.4635  1.3022E-19
    1347.6540  6.4020E-20
    1333.1631  1.5439E-20
    1318.9806  1.2660E-21
   1981   311  6.0664E-20   72     -1.0   
    5390.6161  6.0664E-20
    5166.0073  4.0168E-22
    4959.3667  1.2574E-19
    4768.6220  2.6620E-19
    4592.0061  4.0356E-20
    4428.0061  5.6813E-20
    4275.3163  4.5141E-19
    4132.8056  9.6250E-19
    3999.4894  1.2990E-18
    3874.5055  1.3648E-18
    3757.0960  1.1970E-18
    3646.5933  9.1134E-19
    3542.4048  6.2763E-19
    3444.0047  4.0202E-19
    3350.9236  2.4060E-19
    3262.7413  1.3307E-19
    3179.0813  6.7248E-20
    3099.6042  3.0532E-20
    3024.0042  1.2230E-20
    2952.0041  4.2770E-21
    2883.3529  1.3245E-21
    2817.8219  3.1938E-22
    2755.2037  1.4507E-22
    2695.3080  1.2671E-22
    2637.9611  5.1114E-19
    2583.0036  7.9468E-19
    2530.2891  1.9997E-19
    2479.6833  4.0815E-20
    2431.0621  4.3382E-19
    2384.3110  8.0937E-19
    2339.3240  3.0681E-19
    2296.0031  1.7485E-20
    2254.2576  5.8998E-19
    2214.0030  1.1325E-18
    2175.1609  8.6162E-19
    2137.6582  2.9013E-19
    2101.4265  1.7917E-19
    2066.4028  7.5186E-19
    2032.5274  1.7598E-18
    1999.7447  2.7830E-18
    1968.0027  3.4207E-18
    1937.2527  3.4601E-18
    1907.4487  3.0043E-18
    1878.5480  2.3396E-18
    1850.5100  1.6904E-18
    1823.2967  1.6090E-18
    1796.8721  2.2132E-18
    1771.2024  1.0235E-18
    1746.2559  1.2049E-19
    1722.0024  1.3314E-18
    1698.4133  3.3813E-18
    1675.4618  3.5173E-18
    1653.1222  1.7073E-18
    1631.3706  1.2814E-19
    1610.1840  3.4580E-19
    1589.5407  2.7365E-18
    1569.4199  5.7713E-18
    1549.8021  7.3557E-18
    1530.6688  7.0648E-18
    1512.0021  5.5728E-18
    1493.7851  3.5841E-18
    1476.0021  1.7692E-18
    1458.6373  5.7876E-19
    1441.6765  7.2486E-20
    1425.1054  8.1274E-21
    1408.9110  1.0380E-19
    1393.0806  1.8284E-19
    1377.6019  1.8499E-19
    1362.4635  1.3022E-19
    1347.6540  6.4020E-20
    1333.1631  1.5439E-20
    1318.9806  1.2660E-21
   1981   312  6.1619E-20   72     -1.0   
    5390.6161  6.1619E-20
    5166.0073  5.8426E-22
    4959.3667  1.4588E-19
    4768.6220  2.5226E-19
    4592.0061  3.4425E-20
    4428.0061  6.7070E-20
    4275.3163  4.7033E-19
    4132.8056  9.7386E-19
    3999.4894  1.2946E-18
    3874.5055  1.3469E-18
    3757.0960  1.1726E-18
    3646.5933  8.8701E-19
    3542.4048  6.0725E-19
    3444.0047  3.8641E-19
    3350.9236  2.2972E-19
    3262.7413  1.2617E-19
    3179.0813  6.3237E-20
    3099.6042  2.8397E-20
    3024.0042  1.1173E-20
    2952.0041  3.7920E-21
    2883.3529  1.1156E-21
    2817.8219  2.5351E-22
    2755.2037  1.0634E-22
    2695.3080  9.2818E-23
    2637.9611  5.1883E-19
    2583.0036  8.0729E-19
    2530.2891  2.1501E-19
    2479.6833  2.1293E-20
    2431.0621  4.4985E-19
    2384.3110  8.0198E-19
    2339.3240  2.7662E-19
    2296.0031  1.9925E-20
